Start,End,Open,High,Low,Close,Volume,Market Cap,SMA_7,SMA_30,RSI,MACD,MACD_Signal,STD,Bollinger_Upper,Bollinger_Lower,ROC
2024-09-26,2024-09-27,114.56788503689069,121.83411539530144,113.50253141110734,119.9824036057173,9474142844.132992,55256801937.93482,117.74583133040207,117.97205414750101,68.67617705102899,-0.4780602304080048,-2.2405838585082085,5.38941369121187,128.75088152992475,107.19322676507727,6.819790268122072
2024-09-25,2024-09-26,117.68159787608435,118.59691908745717,113.874834069089,114.40859136233136,10755541207.917871,54533941344.11541,118.59010544606198,117.56669650850493,58.611961776895924,-0.6326150463769693,-1.9189900960819608,5.28072256839212,128.12814164528916,107.00525137172069,-2.925435256229325
2024-09-24,2024-09-25,111.81142530793689,118.50160528509248,110.7210662797518,117.9213873367703,9492087305.544462,53178765142.25178,119.38998063955617,116.95787412918429,58.99495359561166,-0.4662726729344371,-1.628446611452456,5.217971941532094,127.39381801224847,106.5219302461201,-3.730668081368904
2024-09-23,2024-09-24,111.3398728120273,114.88076127558422,110.25869786682308,111.94571358009446,8944457073.962404,52356478756.99798,118.54559627079925,116.29526698154952,50.61371062572637,-0.8073257264913849,-1.464222434460242,4.939203753108177,126.17367448776587,106.41685947533317,-7.67801621121037
2024-09-22,2024-09-23,115.52850924582472,115.62181644182384,109.19488778439786,111.82253882011548,6023014097.536451,52694173929.95067,117.0215125842885,115.72023791148293,48.62571981045877,-1.0751581484332746,-1.3864095772548486,4.952263787822776,125.62476548712849,105.81571033583737,-8.20238080907465
2024-09-21,2024-09-22,113.01006390269502,115.56918161331151,111.7569382273948,115.56918161331151,9056880500.13978,53246893560.40971,116.20914571490314,115.28018913551281,56.006634464901275,-0.9738683627660265,-1.3039013343570844,4.9736138572486315,125.22741685001007,105.33296142101555,-3.67822435605506
2024-09-20,2024-09-21,110.51145309171736,117.19306640323526,109.13461241626278,112.98011916154724,12584729509.82764,53292437536.85277,114.94713363998395,114.76637442245753,52.5454263238198,-1.0899469500590158,-1.261110457497471,4.964753915721741,124.69588225390102,104.83686659101404,-1.2485707443597227
2024-09-19,2024-09-20,104.0684715833668,111.0704473188652,104.0132127311456,110.19425493162105,11210493705.884644,50666956884.34321,113.54882668654163,114.34330462342687,54.97387897257296,-1.390704847903109,-1.2870293355785987,4.812704533138455,123.96871368970379,104.71789555714996,-6.55278281545435
2024-09-18,2024-09-19,101.6861667644244,102.97147531874172,98.42805544407744,102.97147531874172,7093496530.450668,47166041295.1953,111.91495296602882,113.79574547999054,44.376973676978885,-2.1866690407126015,-1.4669572766053993,5.199897625417779,124.1955407308261,103.39595022915499,-8.01659838001022
2024-09-17,2024-09-18,101.67134874818632,104.16293643688452,100.83459389374248,101.65290340505663,4352370911.070282,47815565231.69662,109.59088383292688,113.31560831043744,38.56271334516953,-2.8905536288691422,-1.751676547058148,5.787876991575043,124.89136229358752,101.73985432728736,-9.094441534204778
2024-09-16,2024-09-17,101.82408236347358,102.19715679313433,99.90684715833667,101.66903343314914,3406654841.213489,47357593367.77605,108.12278666907754,112.73796807952336,30.319237777815346,-3.407802650068504,-2.0829017676602195,6.296194334576761,125.33035674867688,100.14557941036983,-12.027556123631255
2024-09-15,2024-09-16,106.105331398759,106.46906739110302,101.3584725094928,101.68755595344672,2042188322.0269232,48970946514.42901,106.67493197383915,112.14913973183508,21.50872000845571,-3.7727417944024637,-2.4208697730086683,6.73054454830515,125.61022882844537,98.68805063522478,-9.995177285973277
2024-09-14,2024-09-15,107.43123514339516,107.83224770783812,105.1324360201278,106.01217855709568,3279706838.4483423,49745350436.35487,105.30964582295117,111.63238456868254,30.752049395998284,-3.6706844286248526,-2.6708327041319055,6.850156149337623,125.33269686735778,97.9320722700073,-3.795185490496278
2024-09-13,2024-09-14,104.93362763560027,107.78478374957552,102.1073997468589,107.16728922915443,3147515258.103576,48925895372.15852,104.47924154689505,111.40639181304603,31.77998076070112,-3.4567482117559365,-2.8280158056567117,6.922718471406888,125.2518287558598,97.56095487023225,4.074734189662554
2024-09-12,2024-09-13,102.3456456641867,105.30454110455965,102.3456456641867,105.12132250794924,3974431423.980059,48721941651.75919,103.75453691494194,111.13500087467456,31.61154657132377,-3.4129522451113985,-2.945003093547649,6.951106023007528,125.03721292068961,97.23278882865951,3.412021680356725
2024-09-11,2024-09-12,104.70842465964868,104.83260272281048,99.29120488994536,102.37659370851728,4186091764.5212207,47793441571.00015,103.66955382776702,110.81024449726792,33.99133751055086,-3.5586978478931854,-3.0677420444167565,7.2147168915091715,125.23967828028626,96.38081071424958,0.6959447252278483
2024-09-10,2024-09-11,104.05110672058778,106.20566171703764,102.50030870867162,104.75781804710894,4447032337.483439,48663698352.98008,104.1131130623459,110.72880457712058,31.942024075466065,-3.442375819097876,-3.1426687993529807,7.35342771402044,125.43566000516147,96.0219491490797,3.0193095555053118
2024-09-09,2024-09-10,100.47093507856636,105.08558947920848,98.28743864415152,104.2171919859229,3825845208.2808666,47189335648.70524,104.47713571274217,110.61509688307144,37.53987885785954,-3.355137837667982,-3.1851626070159815,7.322739336339802,125.26057555575105,95.96961821039184,-1.6931890237554592
2024-09-08,2024-09-09,98.58295002006606,101.52316858580558,97.99215879974068,100.45279844410832,2645845175.216911,46525406088.48795,104.30074178283668,110.27107193941079,33.5954585744128,-3.5488473046962525,-3.2578995465520357,7.075568205329622,124.42220835007004,96.11993552875154,-6.26542934261275
2024-09-07,2024-09-08,96.71526255672522,99.82218380514308,96.07338005124564,98.64538634890256,5580966521.552975,45823250933.4834,103.24834289595195,109.84617561407299,24.134514443435293,-3.804352298655658,-3.3671900969727604,6.888304870050719,123.62278535417443,96.06956587397156,-6.160440151004543
2024-09-06,2024-09-07,100.06922791961226,103.5438211959374,93.76848393171365,96.56600191399376,4899531274.503751,46324504747.34777,101.73387327950043,109.29769291719406,24.516464529548927,-4.127056652848424,-3.5191634081478935,6.600892680151558,122.49947827749718,96.09590755689094,-5.675703384962394
